bidder_id,outcome,nb0fCountry,nb0fIP,nb0fURL,nb0fDevice,nb0fAuction,nb0fBids,nb0fMerch,nb0fPayAcc,nb0fAdress,nb0fUniqueCountry,nb0fUniqueIP,nb0fUniqueURL,nb0fUniqueDevice,nb0fUniqueAuction,nb0fUniqueBids,nb0fUniqueMerch,nb0fUniquePayAcc,nb0fUniqueAdress,jewelry,furniture,home goods,mobile,sporting goods,office equipment,computers,books and music,clothing,auto parts,nb0fBidsOnSelf,meanBidsPerAuction,stdBidsPerAuction,meanBidsPerCountry,stdBidsPerCountry,meanBidsPerDevice,stdBidsPerDevice
2b19566f190ff3b8a85884e03c64fb56ir8a8,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
fdad47d27b793b74470086c35333d4fepycsl,0.0,3,3,3,3,3,3,3,1,1,1,3,2,3,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,3.0,0.0,1.0,0.0
f3ad2931359bca59c36ce55ba82f9af8enbi8,0.0,48,48,48,48,48,48,48,1,1,1,18,17,23,35,48,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3714285714285714,0.6896595189663087,48.0,0.0,2.0869565217391304,1.806881881692146
e22850afda081aba360cc18e2a9021caqjjov,0.0,7,7,7,7,7,7,7,1,1,3,7,2,3,3,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3333333333333335,2.3094010767585034,2.3333333333333335,2.3094010767585034,2.3333333333333335,2.3094010767585034
a71f9ab1d130394882cbdab3c886f1b0fm6hu,0.0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
98ad4163bb0b1abf72f165056d4bf1a1g8ekg,0.0,3,3,3,3,3,3,3,1,1,2,2,2,2,2,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,0.7071067811865476,1.5,0.7071067811865476,1.5,0.7071067811865476
c478f94c1323552e85aec6e1013ecba586320,0.0,169,169,169,169,169,169,169,1,1,6,62,1,16,17,169,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.941176470588236,31.215922596159356,28.166666666666668,55.92643978179432,10.5625,13.286427912221805
d3920630f4891b9ef1a8a199ce5c830aua4yi,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
bcbd5c95680cab78cf904fb936dd03f86g19z,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
30c3c92cc9408f55cfa895ff8a505930a3yy1,0.0,10,10,10,10,10,10,10,1,1,2,10,1,4,2,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,5.656854249492381,5.0,5.656854249492381,2.5,2.3804761428476167
764234598477e02cbf8a43983fd43850l1c8f,0.0,5,5,5,5,5,5,5,1,1,1,5,4,4,5,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,5.0,0.0,1.25,0.5
e735a2301a18772a8276aa1f17ef79efu4yew,0.0,20,20,20,20,20,20,20,1,1,6,13,12,13,18,20,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1111111111111112,0.3233808333817773,3.3333333333333335,3.444802848737017,1.5384615384615385,0.8770580193070292
3a32eb1c6dcc818e0df4953e978f2e89ljhnf,0.0,5,5,5,5,5,5,5,1,1,1,5,5,3,3,5,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6666666666666667,0.5773502691896257,5.0,0.0,1.6666666666666667,1.1547005383792517
c08ae3075278ed0d139f00ead52ac2b0oy8nw,0.0,26,26,26,26,26,26,26,1,1,10,25,14,20,24,26,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0833333333333333,0.28232985128663995,2.6,4.376706016578628,1.3,0.9233805168766387
00a0517965f18610417ee784a05f494d4dw6e,0.0,141,141,141,141,141,141,141,1,1,16,103,84,67,74,141,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9054054054054055,1.415848832180476,8.8125,20.176616003020264,2.1044776119402986,1.6342390348342655
f9753e9fd6e25e0a1ae176ab95c31146iaqnv,0.0,25,25,25,25,25,25,25,1,1,1,21,9,13,5,25,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,8.396427811873332,25.0,0.0,1.9230769230769231,2.465141593686471
83aa7c2c8c018888d9ebc6daf63bddb6f2i0d,0.0,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
1214fbf35079e7afc0a35645f8be8b218fd5o,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
17b41c48d6f53585c7bf3b65977eada0yxs8n,0.0,67,67,67,67,67,67,67,1,1,16,53,19,40,36,67,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8611111111111112,1.6062872502011372,4.1875,7.8419279092155225,1.675,1.1851106190930785
42e631af9bd00e5e816f08eba3b102d5ch576,1.0,217,217,217,217,217,217,217,1,1,4,13,3,5,13,217,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.692307692307693,55.979735344415225,54.25,105.17089267790145,43.4,94.25125993852814
49eaad86d095aa5af75ce34e59e4b7f1mmf9q,0.0,9,9,9,9,9,9,9,1,1,6,6,2,6,7,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2857142857142858,0.7559289460184545,1.5,1.224744871391589,1.5,0.8366600265340756
464506515f2ae684bd510b3a50b9121ec7v3a,0.0,210,210,210,210,210,210,210,1,1,15,180,60,77,76,210,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.763157894736842,3.7269054940263096,14.0,45.67274898667694,2.727272727272727,3.287281566232772
44d34926c0863edb7575b819980e0e728pn5b,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
171fbac128e6dcb51d0f07cf7ed8bd3er891e,0.0,279,279,279,279,279,279,279,1,1,1,276,5,1,6,279,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,46.5,13.693063937629153,279.0,0.0,279.0,0.0
e7cf764619380e5303089f04bf647f10thebb,0.0,9,9,9,9,9,9,9,1,1,2,7,1,5,4,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.25,1.8929694486000912,4.5,3.5355339059327378,1.8,1.7888543819998322
f01e3769fdce36d31eae85525827ab17xeu31,0.0,24,24,24,24,24,24,24,1,1,2,18,9,12,17,24,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.411764705882353,0.6183469424008422,12.0,9.899494936611665,2.0,2.215646837627989
fbacab353140582a4b8ae3412eefecbc753vs,0.0,188,188,188,188,188,188,188,1,1,6,141,67,63,64,188,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.9375,4.638948293508052,31.333333333333332,69.44542221533875,2.984126984126984,4.756971330760725
b0973e698b12fe51ec2f259d924c6098rasmy,0.0,14,14,14,14,14,14,14,1,1,2,13,2,5,9,14,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5555555555555556,1.0137937550497034,7.0,7.0710678118654755,2.8,2.949576240750525
85d020b5f3d99d1272efa0a0d34c56a5dtvxb,0.0,6,6,6,6,6,6,6,1,1,3,3,1,1,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.44721359549995804,2.0,1.0,6.0,0.0
a7c910e7c7796d979aa9a7a31d74a8eaqsapx,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
da2841ffcbeabaac373f00039c10f39fty6fa,0.0,17,17,17,17,17,17,17,1,1,2,2,1,3,7,17,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.4285714285714284,1.7182493859684491,8.5,2.1213203435596424,5.666666666666667,1.5275252316519465
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,0.0,4,4,4,4,4,4,4,1,1,2,4,4,4,3,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3333333333333333,0.5773502691896257,2.0,1.4142135623730951,1.0,0.0
ed4802c318a7e04a5703ed115fe4f3a3kkugq,0.0,167,167,167,167,167,167,167,1,1,13,115,64,83,79,167,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1139240506329116,2.093869817985482,12.846153846153847,19.697064729912398,2.0120481927710845,2.956984191679804
6679d668a393f336ba9d1cb6a154e03aifmkr,0.0,45,45,45,45,45,45,45,1,1,14,33,26,26,34,45,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3235294117647058,0.7269941534212875,3.2142857142857144,4.742258005318879,1.7307692307692308,1.6138820851026834
c6453f296ce36005d7e7e67e159e1b7cdbmus,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
58f590a56f480589646d255d570b0877zcjw1,0.0,39,39,39,39,39,39,39,1,1,3,34,2,16,24,39,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.625,1.0555237727226274,13.0,14.177446878757825,2.4375,3.0324632451743474
1df1dab2eb718c3da3f9a0aa90b93651sxqzo,0.0,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
b853c1e4d6a4657d35705772ca6cfdc3qtox5,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
a48837ccd05bca96ddbf02c55ecccf639adk2,0.0,11,11,11,11,11,11,11,1,1,4,8,5,7,7,11,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5714285714285714,1.1338934190276817,2.75,2.217355782608345,1.5714285714285714,0.7867957924694431
b1e106943db37b1d002bcbe06b264b8bahuy0,0.0,7,7,7,7,7,7,7,1,1,3,6,3,6,6,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1666666666666667,0.408248290463863,2.3333333333333335,2.3094010767585034,1.1666666666666667,0.408248290463863
1def3e23e479c9739abce6b3518013d39oejk,0.0,428,428,428,428,428,428,428,1,1,30,304,242,149,108,428,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.962962962962963,8.76795986023915,14.266666666666667,30.08829917304127,2.87248322147651,6.935307813473161
dcc5a79317a22bd0f6dca1f60fc866a8bei1d,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
a8c2410eb81513da23261a49135e4eeacw6dw,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
f9378eb3e522beef7e6a4e1f275bbe0eaboro,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
11e47dc08d7fa4d1a1953b5868892f72qvlho,0.0,10,10,10,10,10,10,10,1,1,6,9,2,1,6,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6666666666666667,0.816496580927726,1.6666666666666667,0.816496580927726,10.0,0.0
c5120d10a23eb0c10d56a19fecbf9da85t4ow,0.0,11,11,11,11,11,11,11,1,1,5,8,4,11,9,11,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2222222222222223,0.4409585518440984,2.2,1.6431676725154984,1.0,0.0
4d1542974bc322859d3d099b8c5193felot1k,0.0,335,335,335,335,335,335,335,1,1,7,309,14,60,50,335,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.7,12.137393728911169,47.857142857142854,67.49673713454247,5.583333333333333,22.466013251407766
465c4f2ad08cc1e5f7a5e1e3ac75654ealh0g,0.0,11,11,11,11,11,11,11,1,1,5,11,2,11,10,11,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1,0.31622776601683794,2.2,2.16794833886788,1.0,0.0
6e178db6d17d21aa88aaca5bf15c2761lc500,0.0,19661,19722,19722,19722,19722,19722,19722,1,1,137,11532,3333,929,637,19722,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.960753532182103,614.5237226421742,143.5109489051095,917.8323097256371,21.229278794402582,87.30164810883046
30da67f34e3cc215b3bdad588410fab5655fx,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
ec3b2ff6f725e847f93285bc9d2b7b3dvcd4u,0.0,16,16,16,16,16,16,16,1,1,2,14,15,10,7,16,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.2857142857142856,1.3801311186847083,8.0,1.4142135623730951,1.6,0.9660917830792958
1395ca662a02245233af951cc7ad8313vk6w0,0.0,73,73,73,73,73,73,73,1,1,20,59,2,43,44,73,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6590909090909092,1.1602562230693902,3.65,7.645259969418961,1.697674418604651,1.8712725962745538
9ae9782ecff93ddf1c6fa13d711b9fe1gc266,0.0,1104,1104,1104,1104,1104,1104,1104,1,1,43,804,81,245,191,1104,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.780104712041885,13.422048709788115,25.674418604651162,103.1736217973033,4.506122448979592,9.180173043907875
08353687608279ddd83e4d36fadd1cd8ritj3,0.0,4,4,4,4,4,4,4,1,1,2,4,4,4,1,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,,2.0,1.4142135623730951,1.0,0.0
649b364bc466208e559858f0677b421dbnalw,0.0,78,78,78,78,78,78,78,1,1,17,66,33,38,55,78,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4181818181818182,1.2276280817375875,4.588235294117647,9.33447121915197,2.0526315789473686,2.846974386589164
1530008a712831e35a673d38959528f4ozipv,0.0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,1.0,0.0
af14436f293c40a9904d9f06a323215bf7zdr,0.0,3,3,3,3,3,3,3,1,1,1,2,2,3,1,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,,3.0,0.0,1.0,0.0
559bccfe60c7193963f09388fb681ea65k7dp,0.0,9,9,9,9,9,9,9,1,1,2,6,1,5,5,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8,1.7888543819998322,4.5,0.7071067811865476,1.8,0.8366600265340756
b9c59dcf41cd0a7ba779154872019cabmohkm,0.0,29,29,29,29,29,29,29,1,1,3,19,16,19,19,29,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5263157894736843,0.9048278567177283,9.666666666666666,15.01110699893027,1.5263157894736843,1.1722922015640782
6429ef4aebc7d1f4027b31a6e900d165nqvyz,0.0,128,128,128,128,128,128,128,1,1,24,103,9,61,67,128,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9104477611940298,1.729699074226866,5.333333333333333,11.312427435911076,2.098360655737705,1.8321655495868534
f4294bb3abb69fa3183e7e851b58b278k83z3,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
cc4763c97c3d7cc9116e0a51a6d1f2e82242i,0.0,31,31,31,31,31,31,31,1,1,5,27,14,19,21,31,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4761904761904763,1.53684897172909,6.2,8.408329203831164,1.631578947368421,1.2565617248750864
bea63152ca4d99f549999ca57b93d015z9kyh,0.0,62,68,68,68,68,68,68,1,1,12,60,44,34,7,68,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.714285714285714,23.055832853562862,5.166666666666667,11.683969852543763,2.0,1.5175738212786563
2137e2626c568af8e56bfb72fdd5b9e19qiyt,0.0,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,2.0,0.0
470a0e402bb9cb4d48c2a450d2043e87flc2m,0.0,21,21,21,21,21,21,21,1,1,7,19,13,16,11,21,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9090909090909092,1.300349603340998,3.0,3.8297084310253524,1.3125,0.704154339142587
d863897264a7e52d9c6a1be6dc453c6c9anz0,1.0,151,151,151,151,151,151,151,1,1,2,3,1,2,24,151,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.291666666666667,3.804792934623686,75.5,67.17514421272202,75.5,67.17514421272202
b8d88a1167ab74ba64fd6d9c83308a6d4oa6v,0.0,21,21,21,21,21,21,21,1,1,2,5,4,2,12,21,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.75,1.712255291076124,10.5,4.949747468305833,10.5,0.7071067811865476
67d6466d7f4a32d294196b8c16ee0b03kn9tf,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
86a626c876e7eb4be35f4f0b0a78f97a1rn7h,0.0,12,12,12,12,12,12,12,1,1,3,12,9,11,9,12,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3333333333333333,0.9999999999999999,4.0,3.4641016151377544,1.0909090909090908,0.30151134457776363
8cb96eaadc11cf4f914bad84518632e7czdyl,0.0,2500,2500,2500,2500,2500,2500,2500,1,1,7,1176,1418,204,114,2500,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.92982456140351,40.007680523293324,357.14285714285717,939.621453666569,12.254901960784315,30.153363747856396
90fd7b3c991701dee376daeb09a0a5b7kawse,0.0,15,15,15,15,15,15,15,1,1,2,8,8,5,14,15,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0714285714285714,0.2672612419124243,7.5,2.1213203435596424,3.0,1.7320508075688772
f0fd9f1b3fc9ff10c2642b3bf81946e2rsq48,0.0,58,58,58,58,58,58,58,1,1,4,40,18,23,15,58,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8666666666666667,4.642454194968535,14.5,26.337552404630667,2.5217391304347827,2.7114163560999764
8e0462410d727b34290fec10fd5661761yc8u,0.0,235,235,235,235,235,235,235,1,1,17,186,126,85,119,235,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9747899159663866,1.5809361358575373,13.823529411764707,45.723674521681936,2.764705882352941,3.396942108172365
e21b238213c361523d276d67f37c05e3qot5q,0.0,6,6,6,6,6,6,6,1,1,3,5,3,5,5,6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2,0.44721359549995804,2.0,1.0,1.2,0.4472135954999579
c1d14f4355b7d3ef80f02628e5ef1d56u2510,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,1.0,0.0,1.0,0.0
86e698821a8aada613bfca1356d8cb7dopnv8,0.0,10,10,10,10,10,10,10,1,1,3,9,1,5,8,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.25,0.7071067811865476,3.3333333333333335,3.214550253664318,2.0,1.224744871391589
384ba7c5a8ccf55d174080d9ad7de9b8mfysi,0.0,636,638,638,638,638,638,638,1,1,59,476,324,207,148,638,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.3108108108108105,27.474379246570276,10.779661016949152,35.4785354227761,3.082125603864734,5.348806175092732
d8a4b49ed9ca241f025cdbd9637198fb71qmz,0.0,11,11,11,11,11,11,11,1,1,5,9,3,9,9,11,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2222222222222223,0.4409585518440984,2.2,1.7888543819998317,1.2222222222222223,0.4409585518440984
424aed9d807cfe0b2167cfdaa4957fc0heell,0.0,10,10,10,10,10,10,10,1,1,1,8,3,3,5,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.224744871391589,10.0,0.0,3.3333333333333335,4.041451884327381
7259271b61d2f05200eb2e1ab1d2ec911jlaa,0.0,66,66,66,66,66,66,66,1,1,9,52,56,33,32,66,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0625,1.9499793216438757,7.333333333333333,16.80029761641144,2.0,1.8540496217739157
ab3e02a6b47b250b738fdb010dc84cd7lrr07,0.0,85,85,85,85,85,85,85,1,1,1,61,40,33,22,85,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8636363636363638,4.813626041872767,85.0,0.0,2.5757575757575757,2.5375960946127614
81c9c749b2c9f97215f3ddaf8b5a5fe1k757u,0.0,30,30,30,30,30,30,30,1,1,3,13,2,12,14,30,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.142857142857143,1.4600918230947437,10.0,13.892443989449804,2.5,2.354878881270658
96b7bb4238e7ebb439d81d63db4c2796aoofv,0.0,50,50,50,50,50,50,50,1,1,8,37,15,30,25,50,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.8708286933869707,6.25,9.223417401995237,1.6666666666666667,1.02833421822276
bf8de839c1a8b7994d19049667548e4ewchpm,0.0,10,10,10,10,10,10,10,1,1,1,7,5,6,9,10,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1111111111111112,0.3333333333333334,10.0,0.0,1.6666666666666667,1.2110601416389966
6a97f70ba29a04e77eb3b137e157070dc2mqc,0.0,9,9,9,9,9,9,9,1,1,1,6,2,8,4,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.25,2.5,9.0,0.0,1.125,0.3535533905932738
5ddf9ae899e629acf3e78141a9712a05a4feq,0.0,654,654,654,654,654,654,654,1,1,18,512,356,155,78,654,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.384615384615385,11.938403349086286,36.333333333333336,132.66676519850512,4.219354838709678,6.39020249231215
18076726ec814a6f56da2cb9ea89d105j8vpm,0.0,12,12,12,12,12,12,12,1,1,4,9,5,8,11,12,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0909090909090908,0.30151134457776363,3.0,1.4142135623730951,1.5,0.7559289460184544
2b13a870a46975494b749feea0c5c7ed170ll,0.0,3184,3184,3184,3184,3184,3184,3184,1,1,72,2318,190,462,377,3184,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.445623342175066,24.79024426759674,44.22222222222222,258.11266358869597,6.891774891774892,19.443147488551805
a7c263f3fe4f19ff677e5cb475f7e5a3gdom3,0.0,9,9,9,9,9,9,9,1,1,4,8,1,6,9,9,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.25,0.9574271077563381,1.5,0.5477225575051661
a7bc17dfb615eacffe397be5b2c2f3a6r0bb9,0.0,4035,4056,4056,4056,4056,4056,4056,1,1,111,1993,289,571,410,4056,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.892682926829268,20.321696286790853,36.351351351351354,79.23447925431643,7.103327495621716,31.843997580247414
1aa485901ede7baf78ea116e297e9d7f9en6i,1.0,14038,14038,14038,14038,14038,14038,14038,1,1,50,9662,2861,682,678,14038,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.70501474926254,57.57116209097179,280.76,1374.0633256357378,20.58357771260997,76.20786297330427
cad9c97e99bd5753be98edd9ad8ec8c8c7r66,1.0,1309,1309,1309,1309,1309,1309,1309,1,1,2,2,2,1,31,1309,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,42.225806451612904,27.104378093362648,654.5,272.2361107568208,1309.0,0.0
